artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Hippo Campus,Bashful Creatures,0.454,0.814,-3.539,0.0393,0.184,0.0,0.183,0.162,123.885,224933.0,6
The xx,Basic Space,0.94,0.208,-15.235,0.0853,0.21,0.085,0.105,0.148,115.872,188120.0,1
Stromae,bâtard,0.743,0.749,-9.652,0.248,0.0478,0.0,0.746,0.78,126.012,208827.0,3
King Krule,Bathed In Grey,0.62,0.322,-12.268,0.143,0.909,0.000112,0.0636,0.269,82.095,241879.0,1
Justin Hurwitz,Bathroom Mirror / You're Coming Right?,0.714,0.427,-15.378,0.0387,0.31,0.868,0.314,0.54,127.651,82813.0,5
Metronomy,The Bay,0.803,0.47,-7.232,0.0387,0.587,0.091,0.0723,0.887,121.226,290173.0,0
Tame Impala,Be Above It,0.746,0.976,-6.073,0.0682,0.367,0.274,0.111,0.384,118.965,201960.0,6
Ed Sheeran,Be Like You,0.671,0.388,-6.516,0.0762,0.715,0.0,0.192,0.59,105.869,218373.0,1
Alabama Shakes,Be Mine,0.459,0.807,-5.101,0.0642,0.16,8.87e-05,0.116,0.454,72.744,254760.0,6
Bahamas,Be My Witness,0.789,0.386,-9.006,0.033,0.529,0.00222,0.104,0.374,114.668,226853.0,1
The Rolling Stones,Beast Of Burden - Remastered 1994,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173.0,4
Michael Jackson,Beat It,0.776,0.867,-3.704,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,258040.0,4
Michael Jackson,Beat It - Single Version,0.777,0.81,-5.728,0.0441,0.0301,2.07e-05,0.237,0.907,139.004,257733.0,4
Timber Timbre,Beat The Drum Slowly,0.396,0.424,-9.766,0.0291,0.334,0.472,0.0829,0.0398,83.787,329387.0,5
TRICOT MACHINE,Beau temps mauvais temps,0.524,0.51,-6.287,0.0347,0.603,0.17,0.184,0.415,142.204,170800.0,1
Freshly Ground,Beautiful Boy,0.534,0.597,-11.126,0.0429,0.752,0.00131,0.0924,0.414,121.051,238400.0,1
Ben Harper,Beautiful Boy,0.583,0.471,-9.386,0.0299,0.577,0.0,0.0778,0.484,111.687,228000.0,1
The Beatles,Because,0.246,0.166,-20.719,0.0536,0.933,5.56e-05,0.358,0.0625,110.07,164632.0,7
The Beatles,Because - Anthology 3 Version,0.285,0.119,-13.644,0.0407,0.944,0.0,0.0842,0.0901,130.65,143720.0,1
The Beatles,Because - Remastered 2009,0.328,0.249,-11.777,0.0272,0.754,5.77e-06,0.134,0.162,81.257,165667.0,1
Milky Chance,Becoming,0.841,0.56,-7.753,0.0421,0.918,0.0132,0.0488,0.81,100.017,144000.0,0
Piano Tribute Players,Becoming,0.732,0.32,-15.825,0.0713,0.981,0.936,0.11,0.432,99.993,138853.0,7
Spoon,Before Destruction,0.746,0.434,-9.391,0.0349,0.299,0.00254,0.171,0.713,113.514,197080.0,0
The Rolling Stones,Before They Make Me Run - Remastered,0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,204960.0,4
C418,Beginning,0.118,0.0224,-30.543,0.0369,0.988,0.927,0.091,0.0378,78.558,102101.0,7
The Beatles,A Beginning - Anthology 3 Version,0.264,0.293,-16.498,0.0377,0.958,0.942,0.338,0.033,90.588,49960.0,7
Sufjan Stevens,"Behold the Birth of Man, the Face of Glory",0.277,0.135,-22.565,0.0411,0.929,0.827,0.101,0.03,66.356,68787.0,7
The Beatles,Being For The Benefit Of Mr Kite! - Take 7 / Anthology 2 Version,0.394,0.324,-12.884,0.0648,0.489,0.0,0.453,0.665,168.591,153533.0,1
The Beatles,Being For The Benefit Of Mr Kite! - Takes 1 & 2 / Anthology 2 Version,0.631,0.046,-20.754,0.15,0.584,0.0,0.134,0.319,109.365,65667.0,7
The Beatles,Being For The Benefit Of Mr Kite! / I Want You (She's So Heavy) / Helter Skelter,0.291,0.69,-8.761,0.0671,0.0195,2.25e-06,0.378,0.544,144.054,202209.0,2
The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,0.526,0.413,-9.865,0.0446,0.338,0.0,0.0992,0.71,111.874,157533.0,1
The Killers,Believe Me Natalie,0.431,0.907,-5.387,0.0523,1.51e-05,0.00445,0.0529,0.18,95.958,306667.0,6
Purity Ring,Belispeak,0.72,0.9,-5.364,0.117,0.0246,0.000178,0.225,0.351,105.004,178707.0,6
Jack Johnson,Belle,0.603,0.165,-17.988,0.0452,0.669,0.588,0.124,0.517,126.717,102947.0,7
WhoMadeWho,Below the Cherry Moon,0.686,0.904,-4.501,0.0366,0.000726,0.629,0.11,0.0406,120.016,372587.0,5
Les Colocs,Belzébuth,0.6,0.635,-8.693,0.324,0.315,0.0,0.296,0.75,100.06,565600.0,0
Real Estate,The Bend,0.548,0.683,-8.854,0.03,0.0819,0.635,0.0996,0.529,128.593,312147.0,5
The Beatles,Besame Mucho - Anthology 1 Version,0.436,0.567,-6.446,0.0635,0.539,0.0,0.296,0.811,76.146,156960.0,6
LMFAO,Best Night,0.559,0.844,-5.708,0.0932,0.00696,0.0,0.107,0.629,130.059,300000.0,4
Vance Joy,Best That I Can,0.434,0.393,-7.738,0.0343,0.487,2.73e-05,0.129,0.127,171.945,210320.0,2
Bon Iver,Beth/Rest,0.49,0.249,-12.812,0.0323,0.922,0.596,0.112,0.0507,128.211,316800.0,7
Leon Bridges,Better Man,0.395,0.746,-4.938,0.0447,0.219,0.0,0.123,0.671,188.276,140133.0,2
Royal Bangs,Better Run,0.355,0.968,-2.441,0.12,0.00511,0.00476,0.606,0.592,172.017,198505.0,3
Jack Johnson,Better Together,0.868,0.347,-9.529,0.0536,0.308,2e-05,0.11,0.659,110.059,207680.0,0
The Strokes,Between Love & Hate,0.455,0.602,-4.919,0.0255,6.34e-05,0.53,0.0966,0.538,104.173,196573.0,5
The Strokes,Between Love & Hate,0.455,0.603,-4.919,0.0255,6.34e-05,0.53,0.0966,0.539,104.179,196573.0,5
Daft Punk,Beyond,0.716,0.648,-11.33,0.0337,0.367,0.485,0.368,0.789,104.022,290240.0,5
Dayne,Big,0.618,0.82,-5.521,0.239,0.00696,4.82e-06,0.352,0.497,77.977,280163.0,0
Charlotte Cardin,Big Boy,0.549,0.35,-7.477,0.0916,0.557,0.0,0.0958,0.184,120.658,176200.0,1
The Lumineers,Big Parade,0.816,0.635,-13.123,0.0503,0.424,0.00594,0.2,0.634,121.971,327720.0,0
Björk,Big Time Sensuality - The Fluke Remix,0.636,0.779,-8.633,0.0285,0.000299,0.0966,0.0443,0.671,116.944,295027.0,4
Miike Snow,Billie Holiday,0.609,0.894,-5.405,0.0637,0.00451,0.00221,0.108,0.661,133.419,241187.0,4
The Lost Fingers,Billie Jean,0.738,0.605,-6.214,0.0556,0.366,0.0,0.213,0.911,122.874,257267.0,4
Michael Jackson,Billie Jean (Home Demo from 1981),0.949,0.435,-8.51,0.042,0.0783,9.86e-05,0.0835,0.512,114.953,140200.0,0
Michael Jackson,Billie Jean,0.92,0.654,-3.051,0.0401,0.0236,0.0153,0.036,0.847,117.046,293827.0,0
Michael Jackson,Billie Jean,0.924,0.575,-5.091,0.0424,0.0185,0.0221,0.0472,0.828,117.172,292827.0,0
Les Trois Accords,Bing Bing,0.502,0.761,-5.023,0.0276,0.000799,0.000191,0.0532,0.342,77.031,192467.0,6
St. Vincent,Birth In Reverse,0.571,0.867,-6.794,0.109,0.0107,0.000159,0.251,0.791,161.991,195893.0,4
Beach Fossils,Birthday,0.325,0.956,-6.381,0.0414,0.000579,0.595,0.277,0.703,165.688,172653.0,2
The Beatles,Birthday - Remastered 2009,0.541,0.727,-7.509,0.0384,7.37e-05,0.717,0.232,0.91,139.239,163080.0,5
The Rolling Stones,Bitch - 2009 Mix,0.655,0.972,-3.502,0.0362,0.257,0.297,0.165,0.973,135.922,217093.0,4
Lorde,Biting Down,0.834,0.375,-10.91,0.0588,0.749,0.0201,0.107,0.334,116.024,213666.0,1
Bahamas,Bitter Memories,0.418,0.486,-7.942,0.0288,0.771,0.00225,0.124,0.285,154.761,148880.0,1
Cold War Kids,Bitter Poem,0.251,0.455,-8.168,0.037,0.151,0.00223,0.233,0.193,184.947,305653.0,2
Miike Snow,Black & Blue,0.68,0.78,-3.782,0.0309,0.0317,0.000214,0.109,0.559,134.972,219733.0,4
Miike Snow,Black & Blue,0.662,0.799,-3.863,0.0304,0.0175,0.00023,0.113,0.497,134.988,219733.0,6
Spoon,Black Like Me,0.47,0.614,-7.545,0.0409,0.246,5.57e-05,0.11,0.512,171.654,205893.0,2
Michael Kiwanuka,Black Man In A White World - Live From Spotify London,0.482,0.826,-8.397,0.0563,0.105,0.546,0.4,0.457,125.844,469625.0,5
Arcade Fire,Black Mirror,0.527,0.847,-9.717,0.0385,0.0596,0.421,0.111,0.155,124.048,253373.0,5
The Black Keys,Black Mud,0.515,0.502,-8.898,0.058,0.253,0.883,0.345,0.374,143.937,129440.0,5
Other Lives,Black Tables,0.304,0.208,-12.869,0.0312,0.742,0.0499,0.101,0.104,118.483,273800.0,1
VioleTT Pi,Black Velvet,0.597,0.706,-8.705,0.0696,0.0696,2.11e-05,0.108,0.441,139.803,225000.0,6
Timber Timbre,Black Water,0.57,0.311,-7.975,0.0273,0.635,0.0145,0.496,0.507,141.823,359827.0,1
Arcade Fire,Black Wave/Bad Vibrations,0.274,0.774,-7.504,0.0404,0.00452,0.684,0.0924,0.144,121.124,237507.0,5
Cage The Elephant,Black Widow,0.414,0.891,-0.758,0.0485,0.0178,0.0,0.158,0.732,127.464,187184.0,4
The Beatles,Blackbird - Anthology 3 Version,0.66,0.139,-13.817,0.0352,0.885,0.0,0.102,0.423,92.742,138627.0,1
The Beatles,Blackbird - Remastered 2009,0.686,0.127,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387.0,1
The Beatles,Blackbird / Yesterday,0.483,0.107,-15.465,0.031,0.828,0.0,0.092,0.195,94.371,151992.0,1
Koriass,Blacklights,0.5,0.645,-9.292,0.316,0.00988,0.0,0.196,0.147,197.84,223173.0,2
David Bowie,Blackstar,0.366,0.552,-8.35,0.0317,0.206,0.0595,0.178,0.114,97.98,597933.0,6
Patrick Watson,Blackwind,0.38,0.654,-9.303,0.0501,0.719,0.0335,0.0916,0.244,167.133,234495.0,2
Leeroy,Bless You,0.722,0.714,-5.53,0.0995,0.00354,4.9e-06,0.075,0.641,109.959,199213.0,0
Bon Iver,Blindsided,0.671,0.147,-18.626,0.0366,0.958,0.0779,0.144,0.0556,115.298,329267.0,1
Nada Surf,Blonde On Blonde,0.6,0.434,-10.45,0.0279,0.465,0.00386,0.117,0.0618,98.061,275133.0,1
alt-J,Bloodflood,0.685,0.535,-8.908,0.0365,0.833,0.395,0.0896,0.22,130.028,249427.0,1
alt-J,"Bloodflood, Pt. II",0.599,0.564,-9.484,0.0401,0.711,0.0608,0.068,0.0992,120.016,319498.0,1
General Elektriks,Bloodshot Eyes,0.759,0.575,-5.89,0.0317,0.646,0.106,0.134,0.502,100.974,186973.0,1
Kafka Tamura,Bloodstains,0.679,0.443,-8.886,0.0312,0.766,0.000295,0.102,0.149,124.024,214693.0,1
Sampa the Great,Blue Boss,0.7,0.757,-7.819,0.249,0.65,0.00148,0.0938,0.693,83.443,171626.0,0
Mac DeMarco,Blue Boy,0.489,0.793,-5.848,0.0421,0.444,0.3,0.213,0.603,81.326,126224.0,6
The Beatles,Blue Jay Way - Remastered 2009,0.294,0.407,-11.575,0.0308,0.0258,0.000219,0.0852,0.0378,101.052,235067.0,1
David Bowie,Blue Jean - 1999 Remaster,0.508,0.832,-6.386,0.0456,0.0138,0.558,0.282,0.69,124.549,192160.0,5
The Raconteurs,Blue Veins,0.362,0.436,-9.247,0.0441,0.184,0.00446,0.13,0.0705,130.015,232493.0,2
Robin Thicke,Blurred Lines,0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,0
Radiohead,Bodysnatchers,0.343,0.977,-4.993,0.0579,0.00455,0.0197,0.0948,0.727,166.664,242293.0,2
Mac DeMarco,Boe Zaah,0.632,0.679,-10.214,0.0619,0.303,0.911,0.263,0.834,144.802,101465.0,5
Justin Hurwitz,Bogart & Bergman,0.372,0.0638,-22.375,0.0384,0.913,0.847,0.0786,0.272,118.472,130920.0,7
Jake Shimabukuro,Bohemian Rhapsody,0.511,0.0912,-16.354,0.0688,0.979,0.868,0.0745,0.273,148.415,354226.0,7
Queen,Bohemian Rhapsody - Remastered 2011,0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0,2
Jake Shimabukuro,Bohemian Rhapsody - Live Version,0.495,0.132,-18.154,0.0533,0.97,0.832,0.434,0.18,157.01,366240.0,7
Queen,Bohemian Rhapsody - Operatic Section / 2011 A Cappella Mix,0.772,0.591,-12.388,0.57,0.658,0.0,0.0748,0.698,75.838,63453.0,0
Justin Hurwitz,Boise,0.608,0.347,-12.679,0.0338,0.473,0.957,0.0553,0.825,99.03,73013.0,5
Tame Impala,The Bold Arrow Of Time,0.341,0.536,-5.918,0.0348,0.82,0.582,0.311,0.514,122.155,228707.0,5
Macklemore & Ryan Lewis,Bolo Tie (feat. YG),0.861,0.709,-6.14,0.259,0.0753,0.0,0.329,0.418,109.018,217413.0,0
Macklemore & Ryan Lewis,BomBom (feat. The Teaching),0.765,0.582,-10.075,0.0415,0.768,0.903,0.111,0.262,126.477,295679.0,5
Pixies,Bone Machine,0.599,0.932,-5.164,0.0462,0.00202,1.7e-05,0.368,0.781,116.407,180533.0,4
Kafka Tamura,Bones,0.456,0.778,-5.721,0.0541,0.461,3.38e-05,0.0665,0.607,113.023,195902.0,6
Michael Kiwanuka,Bones,0.635,0.476,-9.443,0.0371,0.627,0.0,0.275,0.492,111.587,225918.0,1
Manu Chao,Bongo Bong,0.754,0.546,-10.031,0.063,0.945,0.000277,0.129,0.966,149.874,158427.0,4
Loco Locass,Bonzaïon,0.588,0.847,-6.749,0.43,0.00872,0.0,0.432,0.771,175.609,292693.0,0
Black Eyed Peas,Boom Boom Pow,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,251427.0,6
Radio Radio,Boomerang,0.916,0.868,-5.887,0.258,0.0754,0.0,0.109,0.961,126.027,227653.0,0
King Krule,Border Line,0.641,0.549,-8.303,0.1,0.522,0.000113,0.0764,0.345,99.913,185853.0,1
The Whitest Boy Alive,Borders,0.503,0.518,-8.697,0.0378,0.103,0.574,0.101,0.3,122.345,324122.0,5
O.A.R.,Borrowed Time,0.859,0.541,-6.949,0.0303,0.046,0.486,0.208,0.869,94.005,355880.0,5
Cold War Kids,Bottled Affection,0.59,0.767,-5.522,0.0349,0.0769,0.0402,0.124,0.563,102.008,164933.0,6
Jake Shimabukuro,Boy Meets Girl,0.814,0.386,-12.884,0.114,0.708,0.839,0.0984,0.915,112.115,200453.0,5
Metronomy,Boy Racers,0.748,0.396,-12.133,0.0423,0.587,0.877,0.11,0.194,119.556,258720.0,5
Fly Golden Eagle,Boychild Ghost,0.353,0.619,-10.881,0.0319,0.138,0.846,0.255,0.439,106.764,305507.0,5
Alabama Shakes,Boys & Girls,0.622,0.198,-12.294,0.0574,0.918,0.233,0.174,0.182,111.176,205987.0,1
The Beatles,Boys - Anthology 1 Version,0.39,0.887,-5.814,0.144,0.144,0.0,0.33,0.895,145.58,109600.0,4
The Beatles,Boys - Live / Remastered,0.279,0.941,-6.217,0.0712,0.0372,0.000231,0.853,0.642,79.621,128747.0,3
The Beatles,Boys - Remastered 2009,0.402,0.86,-10.31,0.0504,0.607,0.0,0.736,0.822,142.445,146440.0,3
The Beatles,"Boys, What Was I Thinking... - Anthology 1 Version",0.498,0.963,-8.682,0.9,0.763,0.0,0.727,0.472,80.587,125573.0,0
Macklemore & Ryan Lewis,Brad Pitt's Cousin (feat. Xperience),0.784,0.836,-3.248,0.25,0.164,0.0,0.33,0.928,130.833,191627.0,0
Pink Floyd,Brain Damage,0.324,0.265,-13.398,0.0302,0.0732,0.341,0.366,0.208,133.568,226667.0,1
Lorde,Bravado,0.489,0.535,-10.34,0.0933,0.539,0.0266,0.166,0.04,175.921,221409.0,2
The xx,Brave For You,0.54,0.417,-11.048,0.0307,0.664,0.000425,0.106,0.281,134.762,253093.0,1
Sufjan Stevens,Break Forth O Beauteous Heavenly Light,0.256,0.175,-14.523,0.0343,0.979,0.00131,0.337,0.339,140.069,69267.0,1
Jack Johnson,Breakdown,0.773,0.394,-9.252,0.0516,0.627,1.36e-05,0.0953,0.443,74.977,212707.0,1
Pink Floyd,Breathe (In the Air),0.431,0.373,-15.142,0.0346,0.389,0.728,0.143,0.253,128.153,169535.0,7
Metric,Breathing Underwater,0.415,0.933,-4.737,0.0689,0.00221,0.0577,0.358,0.171,141.13,236413.0,2
Metric,Breathing Underwater - Acoustic,0.578,0.303,-11.346,0.0316,0.843,0.000339,0.181,0.338,138.419,274587.0,1
Nirvana,Breed,0.262,0.969,-4.675,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,184040.0,2
alt-J,Breezeblocks,0.615,0.658,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093,227080.0,2
alt-J,"Breezeblocks - Live at Lido Berlin, Berlin, Germany, 10/1/2014",0.587,0.905,-5.345,0.0345,0.415,0.000108,0.947,0.434,149.942,239513.0,3
John Lennon,Brian Was A Beautiful Guy...He Presented Us Well - Anthology 1 Version,0.0,0.183,-14.092,0.0,0.993,0.0019,0.112,0.0,0.0,10013.0,7
Katy Perry,"Brick By Brick - Live At MTV Unplugged, 2009",0.629,0.18,-11.707,0.0341,0.76,0.0,0.117,0.249,111.883,279280.0,1
Patrick Watson,Bright Shiny Lights,0.467,0.0788,-17.108,0.0802,0.84,0.0,0.175,0.377,99.026,154280.0,1
Patrick Watson,Bright Shiny Lights,0.454,0.0747,-17.203,0.0874,0.839,0.0,0.133,0.398,144.588,154280.0,1
Beach Fossils,Brighter,0.173,0.345,-12.772,0.0368,0.988,0.826,0.306,0.0548,119.542,33391.0,7
Timber Timbre,Bring Me Simple Men,0.566,0.385,-7.971,0.0249,0.374,0.846,0.0948,0.0394,80.015,230067.0,5
Peter Greene,"Bring Out The Gimp - Dialogue Excerpt From ""Pulp Fiction""",0.0,0.442,-24.684,0.0,0.487,0.000124,0.385,0.0,0.0,8480.0,7
Pink Floyd,Bring the Boys Back Home,0.33,0.283,-15.971,0.061,0.575,0.0947,0.235,0.287,157.963,87207.0,1
Jake Shimabukuro,Bring Your Adz,0.607,0.707,-9.637,0.0313,0.459,0.833,0.14,0.57,150.061,230413.0,5
Ariane Moffatt,Briser Un Coeur,0.886,0.296,-9.205,0.0517,0.551,0.00106,0.111,0.424,121.937,189373.0,1
The Band Of The Grenadier Guards,The British Grenadiers,0.687,0.346,-16.2,0.0582,0.932,0.975,0.0709,0.978,93.266,37733.0,7
John Williams,The British Grenadiers,0.461,0.0868,-32.601,0.0567,0.172,0.795,0.133,0.0326,109.622,149427.0,7
Mac DeMarco,Brother,0.452,0.791,-6.217,0.115,0.585,0.847,0.184,0.561,88.267,178530.0,5
Mac DeMarco,Brother,0.568,0.674,-5.194,0.0301,0.13,0.0634,0.431,0.512,93.194,212746.0,6
Mac DeMarco,Brother (Live),0.503,0.172,-11.091,0.0384,0.954,0.000158,0.117,0.224,82.198,187880.0,1
Leon Bridges,Brown Skin Girl,0.635,0.343,-8.769,0.0371,0.564,4.06e-05,0.131,0.303,104.108,206587.0,1
The Rolling Stones,Brown Sugar - 2009 Remaster,0.633,0.934,-3.594,0.0344,0.219,0.00021,0.0592,0.963,128.606,228667.0,4
Kafka Tamura,Bruises,0.75,0.539,-9.024,0.0336,0.793,0.0482,0.0873,0.344,96.011,239249.0,1
Bernard Adamus,Brun - La couleur de l'amour,0.706,0.649,-4.611,0.0647,0.38,0.0,0.131,0.602,117.819,291747.0,6
Vampire Weekend,Bryn,0.536,0.747,-4.676,0.0481,0.0525,0.039,0.321,0.833,179.752,133173.0,4
Macklemore & Ryan Lewis,Buckshot (feat. KRS-One & DJ Premier),0.61,0.92,-4.45,0.152,0.0369,0.0,0.386,0.81,88.015,213667.0,0
George Ezra,Budapest,0.714,0.451,-8.268,0.0276,0.0883,0.0,0.108,0.406,127.787,200720.0,6
Bob Marley & The Wailers,Buffalo Soldier,0.929,0.463,-8.651,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255840.0,0
VioleTT Pi,Bulbe,0.554,0.701,-9.293,0.101,0.0647,0.00537,0.266,0.548,160.126,206000.0,2
Louis-Jean Cormier,Bull's eye,0.347,0.695,-6.224,0.0491,0.00474,1.14e-06,0.627,0.273,177.997,265947.0,3
The Black Keys,Bullet in the Brain,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,254967.0,7
The Black Keys,Bullet in the Brain,0.528,0.621,-7.088,0.0319,0.00719,0.00134,0.0947,0.541,141.329,255947.0,6
La Roux,Bulletproof,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733.0,4
The Centurians,Bullwinkle - Pt. II,0.409,0.537,-8.562,0.0334,0.887,0.669,0.0752,0.346,153.242,137707.0,1
Miike Snow,Burial,0.59,0.637,-7.031,0.0275,0.708,0.0352,0.1,0.313,105.048,261120.0,1
Miike Snow,Burial,0.579,0.642,-7.12,0.0289,0.687,0.0488,0.145,0.278,105.019,261133.0,1
Miike Snow,Burial - DJ Mehdi Remix,0.693,0.824,-6.949,0.0304,0.327,0.175,0.323,0.607,104.993,212227.0,6
Radiohead,Burn the Witch,0.541,0.847,-6.52,0.0297,0.303,0.271,0.109,0.62,148.937,220609.0,4
Beach Fossils,Burn You Down,0.4,0.937,-6.392,0.0434,0.00824,0.4,0.102,0.67,172.062,177919.0,2
Daft Punk,Burnin',0.87,0.875,-8.501,0.205,0.192,0.357,0.0804,0.715,124.298,414173.0,0
Bob Marley & The Wailers,"Burnin' And Lootin' - Live At The Lyceum, London/1975",0.637,0.815,-9.598,0.06,0.473,0.01,0.686,0.949,146.286,311533.0,3
The Whitest Boy Alive,Burning,0.721,0.758,-7.536,0.0372,0.671,0.891,0.133,0.864,150.825,191173.0,5
The Tornados,Bustin' Surfboards - Single Version,0.56,0.868,-10.732,0.0961,0.243,0.714,0.344,0.69,135.127,147333.0,5
Chet Baker,But Not For Me - Vocal Version,0.626,0.152,-14.182,0.0405,0.934,6.05e-05,0.12,0.545,82.174,184467.0,1
Lorde,Buzzcut Season,0.733,0.62,-10.525,0.075,0.606,0.305,0.117,0.247,111.039,246755.0,1
Radio Radio,Ça c'est nice,0.676,0.759,-6.368,0.0691,0.0154,1.2e-06,0.511,0.621,91.009,162503.0,3
Les Trois Accords,C'est pas facial,0.416,0.489,-8.036,0.0276,0.0582,0.0179,0.0978,0.409,81.055,182905.0,6
Philippe Brach,C'est tout oublié,0.75,0.712,-4.79,0.0362,0.248,0.000564,0.102,0.285,127.961,254427.0,6
20syl,C.Y.D.T.T. (Can you dance to this !?),0.753,0.643,-6.607,0.0574,0.00735,0.0467,0.0895,0.244,140.002,250142.0,6
Bon Iver,Calgary,0.36,0.467,-11.507,0.0366,0.923,0.178,0.622,0.0754,119.947,250200.0,3
Vampire Weekend,California English,0.608,0.643,-8.369,0.32,0.0845,4.42e-06,0.369,0.67,164.404,150240.0,0
Vampire Weekend,California English (Live from Bonnaroo 2014),0.446,0.527,-11.602,0.106,0.217,0.000121,0.873,0.585,169.343,194176.0,3
Katy Perry,California Gurls,0.788,0.753,-3.71,0.0536,0.0038,0.0,0.18,0.403,125.005,234653.0,6
Dirty Gold,California Sunrise,0.591,0.779,-8.174,0.239,0.176,0.00233,0.201,0.421,90.03,233250.0,0
The Strokes,"Call It Fate, Call It Karma",0.544,0.241,-14.779,0.03,0.983,0.774,0.101,0.359,109.437,204773.0,7
Metronomy,Call Me,0.608,0.451,-12.368,0.0462,0.927,0.418,0.127,0.102,158.846,231747.0,1
The Strokes,Call Me Back,0.736,0.297,-9.648,0.035,0.863,1.49e-05,0.0609,0.185,125.78,182027.0,1
Half Moon Run,Call Me in the Afternoon,0.574,0.893,-7.835,0.0391,0.316,0.000407,0.154,0.634,88.605,183902.0,6
Beirut,A Call To Arms,0.0793,0.198,-16.674,0.051,0.995,0.911,0.11,0.0261,71.197,20493.0,7
Les Trois Accords,Caméra vidéo,0.494,0.837,-4.249,0.0349,0.128,8.6e-06,0.301,0.645,133.976,238640.0,4
Vampire Weekend,Campus,0.524,0.709,-5.874,0.0632,0.224,0.193,0.0849,0.584,108.68,176467.0,6
The Beatles,Can't Buy Me Love - Anthology 1 Version,0.284,0.803,-5.672,0.0361,0.0868,0.0,0.292,0.96,173.666,130187.0,4
The Beatles,Can't Buy Me Love - Live / Remastered,0.358,0.854,-7.722,0.049,0.00891,0.0,0.9,0.624,86.468,134867.0,3
The Beatles,Can't Buy Me Love - Remastered 2009,0.483,0.677,-5.91,0.0593,0.283,0.0,0.321,0.842,170.72,131867.0,4
The Beatles,Can't Buy Me Love - Remastered 2015,0.426,0.76,-4.082,0.0414,0.118,0.0,0.325,0.955,171.838,131213.0,4
Elvis Presley,Can't Help Falling in Love,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,182360.0,1
Perfume Genius,Can't Help Falling In Love,0.344,0.149,-15.022,0.0351,0.82,0.0301,0.112,0.104,185.825,144807.0,1
Joseph Vincent,Can't Help Falling In Love,0.74,0.13,-12.591,0.0487,0.989,0.000541,0.117,0.491,125.797,129435.0,1
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),0.634,0.927,-4.468,0.0838,0.027,0.0,0.0986,0.88,146.094,258432.0,4
Macklemore & Ryan Lewis,Can't Hold Us - Live From Spotify NYC feat. Ray Dalton,0.572,0.88,-8.085,0.444,0.0645,0.0,0.697,0.568,145.935,299630.0,3
Unknown Mortal Orchestra,Can’t Keep Checking My Phone,0.706,0.958,-2.839,0.0539,0.0532,0.00495,0.249,0.88,114.73,256067.0,4
Fly Golden Eagle,Can't Leave You Alone,0.195,0.761,-8.134,0.0451,0.00509,0.127,0.929,0.329,168.484,153027.0,3
Joseph Vincent,Can't Take My Eyes Off You,0.719,0.135,-12.074,0.0656,0.828,0.0,0.0935,0.594,88.251,163559.0,1
John Lloyd Young,Can't Take My Eyes off You,0.697,0.597,-6.983,0.12,0.297,0.0,0.102,0.378,130.048,203800.0,0
Kris Fuchigami,Can't Take My Eyes Off You,0.575,0.375,-8.177,0.0406,0.872,0.929,0.109,0.311,111.965,273480.0,5
Muse,Can't Take My Eyes off You,0.357,0.678,-5.388,0.041,0.0371,0.0195,0.217,0.281,126.733,211120.0,2
Bahamas,Can't Take You With Me,0.236,0.304,-8.915,0.0324,0.801,0.246,0.0897,0.289,140.424,190827.0,1
The Rolling Stones,Can't You Hear Me Knocking - 2009 Mix,0.545,0.757,-5.228,0.0396,0.408,0.045,0.16,0.714,152.217,436000.0,4
Grouplove,Cannonball,0.685,0.684,-7.597,0.0857,0.000539,0.0973,0.172,0.703,146.011,197693.0,4
Vampire Weekend,Cape Cod Kwassa Kwassa,0.852,0.518,-7.155,0.0413,0.832,0.0893,0.14,0.794,105.058,214707.0,0
Bad Suns,Cardiac Arrest,0.616,0.88,-3.59,0.042,0.0521,0.000717,0.0539,0.751,94.011,182518.0,4
Beach Fossils,Careless,0.263,0.934,-3.914,0.107,0.00441,0.2,0.256,0.389,179.576,183133.0,2
George Michael,Careless Whisper - Remastered,0.596,0.641,-8.88,0.0336,0.138,0.0,0.318,0.792,76.59,303427.0,6
Pixies,Caribou,0.444,0.787,-5.417,0.044,0.0314,0.00492,0.285,0.3,115.16,194267.0,6
